2010-07-21 16:51:38 Notice: Notice (8): Use of undefined constant Router - assumed 'Router' in [/Users/jmashburn/Documents/Projects/Lance/app/config/routes.php, line 34]
2010-07-27 16:52:30 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:52:30 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:52:30 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:52:47 Notice: Notice (8): Undefined variable: title_for_layout in [/Users/jmashburn/Documents/Projects/Lance/app/views/themed/smart/elements/crumbs.ctp, line 2]
2010-07-27 16:52:47 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:52:47 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:52:47 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:52:48 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:52:48 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:52:48 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:52:49 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:52:49 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:52:49 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:52:50 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:52:50 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:52:50 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:52:51 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:52:51 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:52:51 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:52:53 Notice: Notice (8): Undefined variable: title_for_layout in [/Users/jmashburn/Documents/Projects/Lance/app/views/themed/smart/elements/crumbs.ctp, line 2]
2010-07-27 16:52:53 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:52:53 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:52:53 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:57:27 Notice: Notice (8): Undefined variable: title_for_layout in [/Users/jmashburn/Documents/Projects/Lance/app/views/themed/smart/elements/crumbs.ctp, line 2]
2010-07-27 16:57:27 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:57:27 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:57:27 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:57:30 Notice: Notice (8): Undefined property: User::$Gender in [/Users/jmashburn/Documents/Projects/Lance/app/controllers/users_controller.php, line 194]
2010-07-27 16:57:33 Notice: Notice (8): Undefined variable: title_for_layout in [/Users/jmashburn/Documents/Projects/Lance/app/views/themed/smart/elements/crumbs.ctp, line 2]
2010-07-27 16:57:34 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:57:34 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:57:34 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:57:34 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:57:34 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:57:34 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:57:34 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:57:34 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:57:34 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:57:34 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:57:34 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:57:34 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:57:36 Notice: Notice (8): Undefined property: User::$Gender in [/Users/jmashburn/Documents/Projects/Lance/app/controllers/users_controller.php, line 194]
2010-07-27 16:57:39 Notice: Notice (8): Undefined variable: title_for_layout in [/Users/jmashburn/Documents/Projects/Lance/app/views/themed/smart/elements/crumbs.ctp, line 2]
2010-07-27 16:57:39 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:57:39 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:57:39 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 17:02:09 Notice: Notice (8): Undefined variable: title_for_layout in [/Users/jmashburn/Documents/Projects/Lance/app/views/themed/smart/elements/crumbs.ctp, line 2]
2010-07-27 17:02:09 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 17:02:09 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 17:02:09 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 17:02:16 Notice: Notice (8): Undefined variable: title_for_layout in [/Users/jmashburn/Documents/Projects/Lance/app/views/themed/smart/elements/crumbs.ctp, line 2]
2010-07-27 17:02:17 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 17:02:17 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 17:02:17 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 17:02:17 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 17:02:17 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 17:02:17 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 17:02:17 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 17:02:17 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 17:02:17 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 17:02:17 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 17:02:17 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 17:02:17 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 17:02:19 Notice: Notice (8): Undefined variable: title_for_layout in [/Users/jmashburn/Documents/Projects/Lance/app/views/themed/smart/elements/crumbs.ctp, line 2]
2010-07-27 17:02:19 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 17:02:19 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 17:02:19 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 17:02:26 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 17:02:26 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 17:02:26 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 17:02:28 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 17:02:28 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 17:02:28 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 17:02:32 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 17:02:32 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 17:02:32 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 17:02:42 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 17:02:42 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 17:02:42 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 17:02:42 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 17:02:42 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 17:02:42 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 17:02:44 Notice: Notice (8): Undefined variable: title_for_layout in [/Users/jmashburn/Documents/Projects/Lance/app/views/themed/smart/elements/crumbs.ctp, line 2]
2010-07-27 17:02:44 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 17:02:44 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 17:02:44 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 17:02:46 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 17:02:46 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 17:02:46 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 17:02:47 Notice: Notice (8): Undefined variable: title_for_layout in [/Users/jmashburn/Documents/Projects/Lance/app/views/themed/smart/elements/crumbs.ctp, line 2]
2010-07-27 17:02:47 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 17:02:47 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 17:02:47 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 17:02:48 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 17:02:48 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 17:02:48 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 17:04:01 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 17:04:01 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 17:04:01 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 17:04:43 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
